date,rainfall,rain_lag_1,rain_lag_2,rain_lag_3,rain_lag_4,rain_lag_5,rain_lag_6,rain_lag_7,FloodProbability_Proxy,city
2024-11-29 18:30:00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-11-30 18:30:00,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-01 18:30:00,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-02 18:30:00,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-03 18:30:00,0.0,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-04 18:30:00,0.0,0.0,0.0,0.1,0.2,0.7,0.0,0.0,0.005450787941989388,Kolkata
2024-12-05 18:30:00,0.0,0.0,0.0,0.0,0.1,0.2,0.7,0.0,0.005450787941989388,Kolkata
2024-12-06 18:30:00,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,0.005450787941989388,Kolkata
2024-12-07 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.005450787941989388,Kolkata
2024-12-08 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.005450787941989388,Kolkata
2024-12-09 18:30:00,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-10 18:30:00,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-11 18:30:00,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-12 18:30:00,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-13 18:30:00,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-14 18:30:00,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.005450787941989388,Kolkata
2024-12-15 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.005450787941989388,Kolkata
2024-12-16 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.005450787941989388,Kolkata
2024-12-17 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-18 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-19 18:30:00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-20 18:30:00,10.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.010111851679343697,Kolkata
2024-12-21 18:30:00,0.0,10.5,0.7,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-22 18:30:00,0.0,0.0,10.5,0.7,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-23 18:30:00,0.0,0.0,0.0,10.5,0.7,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-24 18:30:00,0.5,0.0,0.0,0.0,10.5,0.7,0.0,0.0,0.005450787941989388,Kolkata
2024-12-25 18:30:00,0.0,0.5,0.0,0.0,0.0,10.5,0.7,0.0,0.005450787941989388,Kolkata
2024-12-26 18:30:00,0.0,0.0,0.5,0.0,0.0,0.0,10.5,0.7,0.005450787941989388,Kolkata
2024-12-27 18:30:00,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.5,0.005450787941989388,Kolkata
2024-12-28 18:30:00,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.005450787941989388,Kolkata
2024-12-29 18:30:00,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.005450787941989388,Kolkata
2024-12-30 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.005450787941989388,Kolkata
2024-12-31 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.005450787941989388,Kolkata
2025-01-01 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-02 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-03 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-04 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-05 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-06 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-07 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-08 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-09 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-10 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-11 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-12 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-13 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-14 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-15 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-16 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-17 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-18 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-19 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-20 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-21 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-22 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-23 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-24 18:30:00,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-25 18:30:00,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-26 18:30:00,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-27 18:30:00,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-28 18:30:00,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-01-29 18:30:00,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.005450787941989388,Kolkata
2025-01-30 18:30:00,0.1,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.005450787941989388,Kolkata
2025-01-31 18:30:00,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.5,0.005450787941989388,Kolkata
2025-02-01 18:30:00,0.1,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-02 18:30:00,0.0,0.1,0.4,0.1,0.1,0.1,0.0,0.0,0.005450787941989388,Kolkata
2025-02-03 18:30:00,0.0,0.0,0.1,0.4,0.1,0.1,0.1,0.0,0.005450787941989388,Kolkata
2025-02-04 18:30:00,0.0,0.0,0.0,0.1,0.4,0.1,0.1,0.1,0.005450787941989388,Kolkata
2025-02-05 18:30:00,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.1,0.005450787941989388,Kolkata
2025-02-06 18:30:00,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.005450787941989388,Kolkata
2025-02-07 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.005450787941989388,Kolkata
2025-02-08 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.005450787941989388,Kolkata
2025-02-09 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-10 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-11 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-12 18:30:00,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-13 18:30:00,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-14 18:30:00,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-15 18:30:00,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-16 18:30:00,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-17 18:30:00,7.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.005450787941989388,Kolkata
2025-02-18 18:30:00,19.300001,7.2,0.0,0.0,0.0,0.0,0.3,0.0,0.010111851679343697,Kolkata
2025-02-19 18:30:00,4.2000003,19.300001,7.2,0.0,0.0,0.0,0.0,0.3,0.005450787941989388,Kolkata
2025-02-20 18:30:00,0.0,4.2000003,19.300001,7.2,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-21 18:30:00,7.1,0.0,4.2000003,19.300001,7.2,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-02-22 18:30:00,6.4,7.1,0.0,4.2000003,19.300001,7.2,0.0,0.0,0.005450787941989388,Kolkata
2025-02-23 18:30:00,0.0,6.4,7.1,0.0,4.2000003,19.300001,7.2,0.0,0.005450787941989388,Kolkata
2025-02-24 18:30:00,0.0,0.0,6.4,7.1,0.0,4.2000003,19.300001,7.2,0.005450787941989388,Kolkata
2025-02-25 18:30:00,0.0,0.0,0.0,6.4,7.1,0.0,4.2000003,19.300001,0.005450787941989388,Kolkata
2025-02-26 18:30:00,0.0,0.0,0.0,0.0,6.4,7.1,0.0,4.2000003,0.005450787941989388,Kolkata
2025-02-27 18:30:00,0.0,0.0,0.0,0.0,0.0,6.4,7.1,0.0,0.005450787941989388,Kolkata
2025-02-28 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,6.4,7.1,0.005450787941989388,Kolkata
2025-03-01 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.005450787941989388,Kolkata
2025-03-02 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-03 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-04 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-05 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-06 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-07 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-08 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-09 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-10 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-11 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-12 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-13 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-14 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-15 18:30:00,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010111851679343697,Kolkata
2025-03-16 18:30:00,9.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-17 18:30:00,0.0,9.0,12.3,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-18 18:30:00,0.0,0.0,9.0,12.3,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-19 18:30:00,0.8,0.0,0.0,9.0,12.3,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-20 18:30:00,3.5,0.8,0.0,0.0,9.0,12.3,0.0,0.0,0.005450787941989388,Kolkata
2025-03-21 18:30:00,8.9,3.5,0.8,0.0,0.0,9.0,12.3,0.0,0.005450787941989388,Kolkata
2025-03-22 18:30:00,2.0,8.9,3.5,0.8,0.0,0.0,9.0,12.3,0.005450787941989388,Kolkata
2025-03-23 18:30:00,0.0,2.0,8.9,3.5,0.8,0.0,0.0,9.0,0.005450787941989388,Kolkata
2025-03-24 18:30:00,0.0,0.0,2.0,8.9,3.5,0.8,0.0,0.0,0.005450787941989388,Kolkata
2025-03-25 18:30:00,0.0,0.0,0.0,2.0,8.9,3.5,0.8,0.0,0.005450787941989388,Kolkata
2025-03-26 18:30:00,0.0,0.0,0.0,0.0,2.0,8.9,3.5,0.8,0.005450787941989388,Kolkata
2025-03-27 18:30:00,0.0,0.0,0.0,0.0,0.0,2.0,8.9,3.5,0.005450787941989388,Kolkata
2025-03-28 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.9,0.005450787941989388,Kolkata
2025-03-29 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.005450787941989388,Kolkata
2025-03-30 18:30:00,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-03-31 18:30:00,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-04-01 18:30:00,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-04-02 18:30:00,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-04-03 18:30:00,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-04-04 18:30:00,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.005450787941989388,Kolkata
2025-04-05 18:30:00,1.6,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.005450787941989388,Kolkata
2025-04-06 18:30:00,0.2,1.6,0.0,0.0,0.0,0.1,0.0,0.1,0.005450787941989388,Kolkata
2025-04-07 18:30:00,3.1,0.2,1.6,0.0,0.0,0.0,0.1,0.0,0.005450787941989388,Kolkata
2025-04-08 18:30:00,3.6000001,3.1,0.2,1.6,0.0,0.0,0.0,0.1,0.005450787941989388,Kolkata
2025-04-09 18:30:00,2.3000002,3.6000001,3.1,0.2,1.6,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-04-10 18:30:00,0.0,2.3000002,3.6000001,3.1,0.2,1.6,0.0,0.0,0.005450787941989388,Kolkata
2025-04-11 18:30:00,9.3,0.0,2.3000002,3.6000001,3.1,0.2,1.6,0.0,0.005450787941989388,Kolkata
2025-04-12 18:30:00,0.6,9.3,0.0,2.3000002,3.6000001,3.1,0.2,1.6,0.005450787941989388,Kolkata
2025-04-13 18:30:00,6.4,0.6,9.3,0.0,2.3000002,3.6000001,3.1,0.2,0.005450787941989388,Kolkata
2025-04-14 18:30:00,0.70000005,6.4,0.6,9.3,0.0,2.3000002,3.6000001,3.1,0.005450787941989388,Kolkata
2025-04-15 18:30:00,2.7,0.70000005,6.4,0.6,9.3,0.0,2.3000002,3.6000001,0.005450787941989388,Kolkata
2025-04-16 18:30:00,20.199999,2.7,0.70000005,6.4,0.6,9.3,0.0,2.3000002,0.010111851679343697,Kolkata
2025-04-17 18:30:00,8.6,20.199999,2.7,0.70000005,6.4,0.6,9.3,0.0,0.005450787941989388,Kolkata
2025-04-18 18:30:00,2.1000001,8.6,20.199999,2.7,0.70000005,6.4,0.6,9.3,0.005450787941989388,Kolkata
2025-04-19 18:30:00,7.7,2.1000001,8.6,20.199999,2.7,0.70000005,6.4,0.6,0.005450787941989388,Kolkata
2025-04-20 18:30:00,0.0,7.7,2.1000001,8.6,20.199999,2.7,0.70000005,6.4,0.005450787941989388,Kolkata
2025-04-21 18:30:00,0.1,0.0,7.7,2.1000001,8.6,20.199999,2.7,0.70000005,0.005450787941989388,Kolkata
2025-04-22 18:30:00,0.0,0.1,0.0,7.7,2.1000001,8.6,20.199999,2.7,0.005450787941989388,Kolkata
2025-04-23 18:30:00,0.0,0.0,0.1,0.0,7.7,2.1000001,8.6,20.199999,0.005450787941989388,Kolkata
2025-04-24 18:30:00,0.0,0.0,0.0,0.1,0.0,7.7,2.1000001,8.6,0.005450787941989388,Kolkata
2025-04-25 18:30:00,6.1,0.0,0.0,0.0,0.1,0.0,7.7,2.1000001,0.005450787941989388,Kolkata
2025-04-26 18:30:00,0.0,6.1,0.0,0.0,0.0,0.1,0.0,7.7,0.005450787941989388,Kolkata
2025-04-27 18:30:00,5.6,0.0,6.1,0.0,0.0,0.0,0.1,0.0,0.005450787941989388,Kolkata
2025-04-28 18:30:00,14.3,5.6,0.0,6.1,0.0,0.0,0.0,0.1,0.010111851679343697,Kolkata
2025-04-29 18:30:00,2.5,14.3,5.6,0.0,6.1,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-04-30 18:30:00,3.5,2.5,14.3,5.6,0.0,6.1,0.0,0.0,0.005450787941989388,Kolkata
2025-05-01 18:30:00,0.0,3.5,2.5,14.3,5.6,0.0,6.1,0.0,0.005450787941989388,Kolkata
2025-05-02 18:30:00,2.3,0.0,3.5,2.5,14.3,5.6,0.0,6.1,0.005450787941989388,Kolkata
2025-05-03 18:30:00,8.7,2.3,0.0,3.5,2.5,14.3,5.6,0.0,0.005450787941989388,Kolkata
2025-05-04 18:30:00,0.1,8.7,2.3,0.0,3.5,2.5,14.3,5.6,0.005450787941989388,Kolkata
2025-05-05 18:30:00,9.1,0.1,8.7,2.3,0.0,3.5,2.5,14.3,0.005450787941989388,Kolkata
2025-05-06 18:30:00,0.0,9.1,0.1,8.7,2.3,0.0,3.5,2.5,0.005450787941989388,Kolkata
2025-05-07 18:30:00,0.0,0.0,9.1,0.1,8.7,2.3,0.0,3.5,0.005450787941989388,Kolkata
2025-05-08 18:30:00,0.0,0.0,0.0,9.1,0.1,8.7,2.3,0.0,0.005450787941989388,Kolkata
2025-05-09 18:30:00,0.0,0.0,0.0,0.0,9.1,0.1,8.7,2.3,0.005450787941989388,Kolkata
2025-05-10 18:30:00,0.0,0.0,0.0,0.0,0.0,9.1,0.1,8.7,0.005450787941989388,Kolkata
2025-05-11 18:30:00,1.0,0.0,0.0,0.0,0.0,0.0,9.1,0.1,0.005450787941989388,Kolkata
2025-05-12 18:30:00,0.4,1.0,0.0,0.0,0.0,0.0,0.0,9.1,0.005450787941989388,Kolkata
2025-05-13 18:30:00,0.1,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-05-14 18:30:00,3.8,0.1,0.4,1.0,0.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-05-15 18:30:00,2.4999998,3.8,0.1,0.4,1.0,0.0,0.0,0.0,0.005450787941989388,Kolkata
2025-05-16 18:30:00,1.1,2.4999998,3.8,0.1,0.4,1.0,0.0,0.0,0.005450787941989388,Kolkata
2025-05-17 18:30:00,3.2,1.1,2.4999998,3.8,0.1,0.4,1.0,0.0,0.005450787941989388,Kolkata
2025-05-18 18:30:00,4.2000003,3.2,1.1,2.4999998,3.8,0.1,0.4,1.0,0.005450787941989388,Kolkata
2025-05-19 18:30:00,8.3,4.2000003,3.2,1.1,2.4999998,3.8,0.1,0.4,0.005450787941989388,Kolkata
2025-05-20 18:30:00,7.7,8.3,4.2000003,3.2,1.1,2.4999998,3.8,0.1,0.005450787941989388,Kolkata
2025-05-21 18:30:00,5.2,7.7,8.3,4.2000003,3.2,1.1,2.4999998,3.8,0.005450787941989388,Kolkata
2025-05-22 18:30:00,9.000001,5.2,7.7,8.3,4.2000003,3.2,1.1,2.4999998,0.005450787941989388,Kolkata
2025-05-23 18:30:00,4.899999,9.000001,5.2,7.7,8.3,4.2000003,3.2,1.1,0.005450787941989388,Kolkata
2025-05-24 18:30:00,11.400002,4.899999,9.000001,5.2,7.7,8.3,4.2000003,3.2,0.010111851679343697,Kolkata
2025-05-25 18:30:00,11.900001,11.400002,4.899999,9.000001,5.2,7.7,8.3,4.2000003,0.010111851679343697,Kolkata
2025-05-26 18:30:00,5.5,11.900001,11.400002,4.899999,9.000001,5.2,7.7,8.3,0.005450787941989388,Kolkata
2025-05-27 18:30:00,7.5,5.5,11.900001,11.400002,4.899999,9.000001,5.2,7.7,0.005450787941989388,Kolkata
2025-05-28 18:30:00,28.800001,7.5,5.5,11.900001,11.400002,4.899999,9.000001,5.2,0.01589037193158438,Kolkata
2025-05-29 18:30:00,3.1999998,28.800001,7.5,5.5,11.900001,11.400002,4.899999,9.000001,0.005450787941989388,Kolkata
2025-05-30 18:30:00,24.299997,3.1999998,28.800001,7.5,5.5,11.900001,11.400002,4.899999,0.010111851679343697,Kolkata
2025-05-31 18:30:00,15.900001,24.299997,3.1999998,28.800001,7.5,5.5,11.900001,11.400002,0.010111851679343697,Kolkata
2025-06-01 18:30:00,0.6,15.900001,24.299997,3.1999998,28.800001,7.5,5.5,11.900001,0.005450787941989388,Kolkata
2025-06-02 18:30:00,0.2,0.6,15.900001,24.299997,3.1999998,28.800001,7.5,5.5,0.005450787941989388,Kolkata
2025-06-03 18:30:00,3.9,0.2,0.6,15.900001,24.299997,3.1999998,28.800001,7.5,0.005450787941989388,Kolkata
2025-06-04 18:30:00,5.299999,3.9,0.2,0.6,15.900001,24.299997,3.1999998,28.800001,0.005450787941989388,Kolkata
2025-06-05 18:30:00,9.7,5.299999,3.9,0.2,0.6,15.900001,24.299997,3.1999998,0.005450787941989388,Kolkata
2025-06-06 18:30:00,0.0,9.7,5.299999,3.9,0.2,0.6,15.900001,24.299997,0.005450787941989388,Kolkata
2025-06-07 18:30:00,1.6,0.0,9.7,5.299999,3.9,0.2,0.6,15.900001,0.005450787941989388,Kolkata
2025-06-08 18:30:00,0.8,1.6,0.0,9.7,5.299999,3.9,0.2,0.6,0.005450787941989388,Kolkata
2025-06-09 18:30:00,1.4,0.8,1.6,0.0,9.7,5.299999,3.9,0.2,0.005450787941989388,Kolkata
2025-06-10 18:30:00,0.70000005,1.4,0.8,1.6,0.0,9.7,5.299999,3.9,0.005450787941989388,Kolkata
2025-06-11 18:30:00,1.2,0.70000005,1.4,0.8,1.6,0.0,9.7,5.299999,0.005450787941989388,Kolkata
2025-06-12 18:30:00,2.1000001,1.2,0.70000005,1.4,0.8,1.6,0.0,9.7,0.005450787941989388,Kolkata
2025-06-13 18:30:00,1.5,2.1000001,1.2,0.70000005,1.4,0.8,1.6,0.0,0.005450787941989388,Kolkata
2025-06-14 18:30:00,16.0,1.5,2.1000001,1.2,0.70000005,1.4,0.8,1.6,0.010111851679343697,Kolkata
2025-06-15 18:30:00,26.6,16.0,1.5,2.1000001,1.2,0.70000005,1.4,0.8,0.01589037193158438,Kolkata
2025-06-16 18:30:00,30.400003,26.6,16.0,1.5,2.1000001,1.2,0.70000005,1.4,0.01589037193158438,Kolkata
2025-06-17 18:30:00,25.300001,30.400003,26.6,16.0,1.5,2.1000001,1.2,0.70000005,0.01589037193158438,Kolkata
2025-06-18 18:30:00,23.5,25.300001,30.400003,26.6,16.0,1.5,2.1000001,1.2,0.010111851679343697,Kolkata
2025-06-19 18:30:00,3.9,23.5,25.300001,30.400003,26.6,16.0,1.5,2.1000001,0.005450787941989388,Kolkata
2025-06-20 18:30:00,2.9999998,3.9,23.5,25.300001,30.400003,26.6,16.0,1.5,0.005450787941989388,Kolkata
2025-06-21 18:30:00,28.2,2.9999998,3.9,23.5,25.300001,30.400003,26.6,16.0,0.01589037193158438,Kolkata
2025-06-22 18:30:00,14.199999,28.2,2.9999998,3.9,23.5,25.300001,30.400003,26.6,0.010111851679343697,Kolkata
2025-06-23 18:30:00,1.8000001,14.199999,28.2,2.9999998,3.9,23.5,25.300001,30.400003,0.005450787941989388,Kolkata
